dealer_id,brand,name,latitude,longitude,full_address,address_line_1,address_line_2,postal_code,city,country_code,phone,email,website,products,products_count
MDM000001LUQUD,Polestar,Hooftman Woerden B.V.,52.07606,4.902231,"Botnische Golf 15, 3446 CN Woerden",Botnische Golf 15,,3446 CN,Woerden,NL,+31348462200,woerden@hooftman.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_return_point | volvo_new_car_sales,25
MDM000001LUQV3,Polestar,Hedin Automotive Leiderdorp,52.16719,4.519501,"Rietschans 70, 2352 BB Leiderdorp",Rietschans 70,,2352 BB,Leiderdorp,NL,+31715810950,info.leiderdorp.volvo@hedinautomotive.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_online_sales | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | volvo_new_car_sales,19
MDM000001LUXZX,Polestar,Autobedrijf Bluekens B.V. Oosterhout,51.65388,4.832181,"De Boedingen 15, 4906 BA Oosterhout",De Boedingen 15,,4906 BA,Oosterhout,NL,+31162433244,oosterhout@bluekens.com,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_return_point | volvo_new_car_sales,25
MDM000001LUY1X,Polestar,Broekhuis Assen B.V.,53.00789,6.570506,"Industrieweg 42, 9403 AB Assen",Industrieweg 42,,9403 AB,Assen,NL,+31592344046,assen@broekhuis.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | PDI_PDS_service | lnk_return_point | volvo_new_car_sales,27
MDM000001LUY58,Polestar,Van Mossel VC Mijdrecht,52.21179,4.882305,"Communicatieweg 9, 3641 SG Mijdrecht",Communicatieweg 9,,3641 SG,Mijdrecht,NL,+31297281495,info.volvo@vanmossel.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | volvo_new_car_sales,21
MDM000001LV678,Polestar,Niham Westland B.V.,52.0001,4.217085,"Dijkweg 71, 2671 CW Naaldwijk",Dijkweg 71,,2671 CW,Naaldwijk,NL,+31174622551,info@niham.com,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_return_point | volvo_new_car_sales,23
MDM000001LV69P,Polestar,Broekhuis Groningen,53.2221,6.613982,"Koldingweg 30, 9723 HK Groningen",Koldingweg 30,,9723 HK,Groningen,NL,+31505492000,groningen@broekhuis.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | home_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_online_sales | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | PDI_PDS_service | volvo_new_car_sales,21
MDM000001LV6CS,Polestar,Henk Scholten Geleen B.V.,50.95725,5.81504,"Rijksweg Zuid 320, 6161 BZ Geleen",Rijksweg Zuid 320,,6161 BZ,Geleen,NL,+31464238686,henkscholtenonline@henkscholten.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_diplomat | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | PDI_PDS_service | lnk_return_point | volvo_new_car_sales,29
MDM000001LV6DP,Polestar,Autobedrijf Reede B.V.,51.99534,5.447587,"Kon. Wilhelminaweg 111, 3958 CM Amerongen",Kon. Wilhelminaweg 111,,3958 CM,Amerongen,NL,+31343456014,info@reede.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_return_point | volvo_new_car_sales,24
MDM000001LV6GU,Polestar,Broekhuis Hoogeveen B.V.,52.71421,6.516525,"Buitenvaart 1113-1115, 7905 SE Hoogeveen",Buitenvaart 1113-1115,,7905 SE,Hoogeveen,NL,+31528269481,hoogeveen@broekhuis.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_return_point,23
MDM000001LV6HF,Polestar,Van der Schaaf Sneek B.V.,53.03747,5.632317,"Klompenmakersstraat 12, 8601 WR Sneek",Klompenmakersstraat 12,,8601 WR,Sneek,NL,+31515419618,sneek@vanderschaaf-friesland.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | volvo_new_car_sales,21
MDM000001LV6K8,Polestar,Cappendijk Auto's Goes,51.48575,3.876691,"Pearyweg 17, 4462 GT Goes",Pearyweg 17,,4462 GT,Goes,NL,+31113275000,volvo.goes@automotions.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | PDI_PDS_service | lnk_return_point | volvo_new_car_sales,28
MDM000001LV6KX,Polestar,Autohuis Bouwsema B.V.,53.31855,6.924399,"Rondeboslaan 4, 9936 BK Delfzijl",Rondeboslaan 4,,9936 BK,Delfzijl,NL,+31596612907,delfzijl@autohuis-bouwsema.nl,https://www.polestar.com/nl/locations/,volvo_insurance | volvo_workshop | warranty_and_repair | wheel_change_and_storage | volvo_main | digital_workshop_booking | pickup_and_delivery | volvo_digital_commerce_products | vcc_digital_workshop_booking | service_contract,10
MDM000001LV6L6,Polestar,Broekhuis Utrecht,52.11492,5.03152,"Meijewetering 41, 3543 AA Utrecht",Meijewetering 41,,3543 AA,Utrecht,NL,+31302411440,volvoleidscherijn@broekhuis.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | PDI_PDS_service | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_damage_repair | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | lnk_return_point | volvo_new_car_sales,29
MDM000001LV6MI,Polestar,Autobedrijf Nieuwenhuijse Apeldoorn B.V.,52.17882,5.979358,"Paramariboweg 68, 7333 PB Apeldoorn",Paramariboweg 68,,7333 PB,Apeldoorn,NL,+31555416333,info@nieuwenhuijse.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_used_car_sales | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_damage_repair | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | lnk_new_car_sales | PDI_PDS_service | lnk_return_point | volvo_new_car_sales,31
MDM000001LV6N7,Polestar,Nieuwenhuijse Meppel B.V.,52.695749,6.2057408,"Blankenstein 490, 7943 PH Meppel",Blankenstein 490,,7943 PH,Meppel,NL,+31522237437,meppel@nieuwenhuijse.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_handover | service_contract | lnk_warranty | lnk_used_car_sales | lnk_subscription | lnk_pickup_and_delivery | volvo_damage_repair | volvo_workshop | warranty_and_repair | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_new_car_sales | lnk_return_point,23
MDM000001M91TU,Polestar,Polestar Zwolle,52.54121928,6.16763878,"Kleefstraat 3, 8028 PR Zwolle",Kleefstraat 3,,8028 PR,Zwolle,NL,+31387440016,mjansen@polestarzwolle.com,https://www.polestar.com/nl/locations/,handover | sales_non_genuine_agency | car_display | test_drive | distribution_point | space | pre_owned | PDI_PDS_service,8
MDM000001NJRZT,Polestar,Polestar Eindhoven,51.41595657,5.425069,"De Run 2168, 5503 LE Veldhoven",De Run 2168,,5503 LE,Veldhoven,NL,+31402091870,carlijn@polestareindhoven.com,https://www.polestar.com/nl/locations/,pre_owned | sales_non_genuine_agency | test_drive | handover | car_display | space,6
MDM000001OCXB5,Polestar,Polestar Arnhem,51.95876898,5.93012433,"Malburgseveerweg 10, 6833 HK Arnhem",Malburgseveerweg 10,,6833 HK,Arnhem,NL,+31267440002,,https://www.polestar.com/nl/locations/,sales_non_genuine_agency | test_drive | space | handover | pre_owned | car_display | distribution_point,7
MDM000001OJZXX,Polestar,Polestar Almelo,52.36153,6.6169,"Het Wendelgoor 3, 7604PJ Almelo",Het Wendelgoor 3,,7604PJ,Almelo,NL,+31546744011,,https://www.polestar.com/nl/locations/,handover | test_drive | space | car_display | sales_non_genuine_agency | pre_owned,6
MDM000001LUIVD,Polestar,Mobility Centre Wilhelmina Garage,51.90697,4.332931,"Nettenboetsterstraat 7, 3133 EP Vlaardingen",Nettenboetsterstraat 7,,3133 EP,Vlaardingen,NL,+31108504450,info@mobilitycentre.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_return_point | volvo_new_car_sales,25
MDM000001LUIX2,Polestar,Van Mossel VC B.V.,52.30467,4.936184,"Kollenbergweg 15, 1101 AR Amsterdam Zuid-Oost",Kollenbergweg 15,,1101 AR,Amsterdam Zuid-Oost,NL,+31204522020,info.volvo@vanmossel.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | PDI_PDS_service | lnk_return_point | volvo_new_car_sales,28
MDM000001LUIZQ,Polestar,Autobedrijf Gebr. Vos B.V.,51.76026,5.546315,"Kantsingel 22k, 5349 AJ Oss",Kantsingel 22k,,5349 AJ,Oss,NL,+31412623555,vososs@vosautobedrijven.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | pickup_and_delivery | vcc_digital_workshop_booking | volvo_car_rental | volvo_digital_commerce | volvo_used_car_sales | volvo_new_car_sales,21
MDM000001LUJ0S,Polestar,Serva B.V.,52.16067,5.375822,"Amsterdamseweg 11, 3812 RN Amersfoort",Amsterdamseweg 11,,3812 RN,Amersfoort,NL,+31334603000,info@servamobility.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | lnk_return_point | volvo_new_car_sales,26
MDM000001LUJ1H,Polestar,Autobedrijf Vos Gorinchem B.V.,51.84075,5.001101,"Marconiweg 19, 4207 HH Gorinchem",Marconiweg 19,,4207 HH,Gorinchem,NL,+31183620577,vosgorinchem@vosautobedrijven.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | pickup_and_delivery | vcc_digital_workshop_booking | volvo_car_rental | volvo_digital_commerce | volvo_used_car_sales | volvo_new_car_sales,21
MDM000001LUQ9P,Polestar,Henk Scholten B.V.,51.9583,5.927886,"Malburgseveerweg 10, 6833 HK Arnhem",Malburgseveerweg 10,,6833 HK,Arnhem,NL,+31263849494,henkscholtenonline@henkscholten.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_car_rental | volvo_used_car_sales | PDI_PDS_service | lnk_return_point | volvo_new_car_sales,28
MDM000001LUQC5,Polestar,Nieuwenhuijse Zutphen,52.11802,6.22103,"Loohorst 1, 7207 BL Zutphen",Loohorst 1,,7207 BL,Zutphen,NL,+31575527222,zutphen@nieuwenhuijse.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | volvo_damage_repair | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_return_point | volvo_new_car_sales,26
MDM000001LUQI5,Polestar,Autobedrijf Bluekens B.V. Breda,51.58244,4.757411,"Ettensebaan 17c, 4812 XA Breda",Ettensebaan 17c,,4812 XA,Breda,NL,+31765223344,breda@bluekens.com,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_fleet_sales | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_used_car_sales | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_shop | volvo_body_shop | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | lnk_new_car_sales | PDI_PDS_service | lnk_return_point | volvo_new_car_sales,29
MDM000001LUQM8,Polestar,Serva A28 Nijkerk,52.211910,5.446730,"Arkerpoort 6, 3861 PS Nijkerk",Arkerpoort 6,,3861 PS,Nijkerk,NL,+31332472750,info@servamobility.nl,https://www.polestar.com/nl/locations/,wheel_change_and_storage | volvo_certified_damage_repair_workshop | volvo_selekt_member | volvo_main | digital_workshop_booking | volvo_handover | volvo_digital_commerce_products | service_contract | lnk_warranty | lnk_subscription | lnk_pickup_and_delivery | home_delivery | volvo_insurance | volvo_workshop | warranty_and_repair | volvo_online_sales | lnk_workshop | pickup_and_delivery | vcc_digital_workshop_booking | volvo_digital_commerce | volvo_used_car_sales | PDI_PDS_service | lnk_return_point | volvo_new_car_sales,24
